"id","userId","pickupName","normalizedPickupName","destinationName","normalizedDestinationName","desiredDepartureTime","status"
"cecc8fcd-a415-49a6-91bc-f7ffcf1c4f39","f996d0d8-1d3e-4780-bb40-a3c76aeca0fe","Shankar Maharaj Math","shankar maharaj math","VIT College","vit college","2026-10-03T03:15:00.000Z","MATCHED"
"a978f44e-84a0-4ec3-a939-dc8d19e0897a","7d4898cc-54f3-4bd1-b9da-b31ff1cb26c3","Kashinath Patil Nagar Stop","kashinath patil nagar stop","VIT College","vit college","2026-10-04T02:30:00.000Z","CANCELLED"
"9eddf42f-7223-498b-85c6-d02ed141bbb4","c3c94b51-2803-4c25-9e1e-bbe1eb6386cc","Bibwewadi Bus Stop","bibwewadi bus stop","VIT College","vit college","2026-10-05T02:45:00.000Z","OPEN"
"f34aceb6-6fd0-48b5-83da-2e0991b8cdf5","9c9999da-6c7c-4b0f-ba28-7f852899325d","Swargate PMPML Main Bus Stand","swargate pmpml main bus stand","VIT College","vit college","2026-09-06T03:00:00.000Z","MATCHED"
"d614870d-3cfa-4a73-954f-730d21f7e324","f03cb019-ecb8-42fc-ad8b-4be7116d9966","Kashinath Patil Nagar Stop","kashinath patil nagar stop","VIT College","vit college","2026-09-07T03:15:00.000Z","OPEN"
"38c2ccf6-2abe-4eb5-9366-800aeb22459c","998a2999-5be3-435d-8015-2a973a6e97cc","Laxmi Narayan Theatre","laxmi narayan theatre","VIT College","vit college","2026-09-08T02:30:00.000Z","OPEN"
"89007884-56a3-4b5d-ba14-ab185b406154","3a8f1c12-2394-4eb5-8694-7152af59c7d0","Katraj Terminal","katraj terminal","VIT College","vit college","2026-09-09T02:45:00.000Z","MATCHED"
"6c2a4ae1-5292-4323-83c1-c5250a8eeb0e","df718002-b68d-406f-af02-b7ebdc19dfaa","City Pride BRTS","city pride brts","VIT College","vit college","2026-09-10T03:00:00.000Z","OPEN"
"8078c67a-1c54-4503-993b-87a8a09d8f14","829e7fa5-0c38-47a9-a715-877dada17b24","Bharati Vidyapeeth","bharati vidyapeeth","VIT College","vit college","2026-09-11T03:15:00.000Z","CANCELLED"
"460d89db-bfde-4e51-97a8-cc59723214e6","105772de-3e2e-4525-873d-28205793d14f","Bibwewadi Bus Stop","bibwewadi bus stop","VIT College","vit college","2026-09-12T02:30:00.000Z","MATCHED"
"f152c6f5-d0f1-4485-aa4c-272364d4384f","03dfc805-e814-4e5f-a637-8a041faf9ad7","KK Market BRTS","kk market brts","VIT College","vit college","2026-09-13T02:45:00.000Z","OPEN"
"6997207f-03e9-43a3-bd26-e450635960b4","2df45663-f8d0-4308-b79d-fd6c1ff852c9","Kashinath Patil Nagar Stop","kashinath patil nagar stop","VIT College","vit college","2026-09-14T03:00:00.000Z","OPEN"
"d60f5db0-cfe5-453a-b62e-361aa55d3dd0","e163653a-9bbe-4e9d-81ab-acf5fb7c4166","Market Yard Corner","market yard corner","VIT College","vit college","2026-09-15T03:15:00.000Z","MATCHED"
"f0d2ea06-6409-40a7-9a1e-73f28384cbd1","fa4b13bc-6768-4b5d-843e-2b8836ed9113","Swargate PMPML Main Bus Stand","swargate pmpml main bus stand","VIT College","vit college","2026-09-16T02:30:00.000Z","OPEN"
"9dcaa665-4420-409e-99e9-9c381b9ad43e","61b7de30-6ccf-41d6-881f-85e56e865717","Lower Indira Nagar Stop","lower indira nagar stop","VIT College","vit college","2026-09-17T02:45:00.000Z","OPEN"
"a704a071-ab08-4840-a562-1ec4b9ea8726","ae43995b-0b10-49a4-a37e-36a29c7b89fa","Laxmi Narayan Theatre","laxmi narayan theatre","VIT College","vit college","2026-09-18T03:00:00.000Z","CANCELLED"
"f99d61d5-562d-4592-94bf-b3200019a4e5","f1320520-f547-4abc-be6f-66bd5f323eb5","Upper Indira Nagar Bus Depot","upper indira nagar bus depot","VIT College","vit college","2026-09-19T03:15:00.000Z","OPEN"
"d4ec8ac9-7695-48d6-a7ad-cc631e02037d","5118be9b-6811-4a52-9a62-a0ced3f60e27","City Pride BRTS","city pride brts","VIT College","vit college","2026-09-20T02:30:00.000Z","OPEN"
"b3382f8c-8143-4ff2-bd8a-10bd47cb4f47","f64e308c-4a0b-433f-bebb-09536f52d5f4","Katraj Dairy BRTS","katraj dairy brts","VIT College","vit college","2026-09-21T02:45:00.000Z","MATCHED"
"f5ae6fb5-b5af-4530-b6d1-a530be7faad8","917b003b-c912-4ed9-afb7-f7eba33fcb14","Bibwewadi Bus Stop","bibwewadi bus stop","VIT College","vit college","2026-09-22T03:00:00.000Z","OPEN"
"5ae3683d-f04f-4190-8305-f9e7178ffffb","bab50b6c-7a07-4417-adaf-0a3f199ba726","Balaji Nagar BRTS","balaji nagar brts","VIT College","vit college","2026-09-23T03:15:00.000Z","OPEN"
"4d184871-d00f-4bda-ac68-96ad648990e4","7a49978a-5b30-4a61-89ea-d655c3a89110","Kashinath Patil Nagar Stop","kashinath patil nagar stop","VIT College","vit college","2026-09-24T02:30:00.000Z","MATCHED"
"980d4645-197e-4261-9353-6b0f3962de9b","797bc6e5-c2a2-497c-bf6e-087c71a1d8b5","Shankar Maharaj Math","shankar maharaj math","VIT College","vit college","2026-09-25T02:45:00.000Z","CANCELLED"
"a434a229-33f4-40b4-9c99-61b203ed79ad","5ab9a35e-6ac7-4156-95ae-cc1e59bb9fa7","Swargate PMPML Main Bus Stand","swargate pmpml main bus stand","VIT College","vit college","2026-09-26T03:00:00.000Z","OPEN"
"24b69723-bede-44b1-8ce1-15c51c5e7d03","08c75e3d-df80-427a-b942-864b9136eb2a","Bibwewadi Bus Stop","bibwewadi bus stop","VIT College","vit college","2026-09-27T03:15:00.000Z","MATCHED"
"cc3c9182-0a13-4a52-aa85-e6054b3a24dc","26f04940-3483-4462-a324-84a3c523c941","Laxmi Narayan Theatre","laxmi narayan theatre","VIT College","vit college","2026-09-28T02:30:00.000Z","OPEN"
"7b6e78fc-7997-4bf7-88e0-95dda390d4dc","0c422408-fcb3-49ec-919b-15b6c943586f","Kashinath Patil Nagar Stop","kashinath patil nagar stop","VIT College","vit college","2026-09-29T02:45:00.000Z","OPEN"
"7500f138-a1e3-4e45-8357-5d1353069fc3","25e86fcd-e6f3-4cae-abe5-69da8dc4879a","City Pride BRTS","city pride brts","VIT College","vit college","2026-09-30T03:00:00.000Z","MATCHED"
"7da8afdc-6089-40bc-a7b2-abde51e7b250","c366b16a-709a-4bd5-99f4-4d48e2a64d10","Katraj Terminal","katraj terminal","VIT College","vit college","2026-10-01T03:15:00.000Z","OPEN"
"f2313e20-0e5d-4c1e-b560-22c152abaee1","fc17bde9-8039-463a-b2df-6dd060d08969","Bibwewadi Bus Stop","bibwewadi bus stop","VIT College","vit college","2026-10-02T02:30:00.000Z","CANCELLED"
"8cb027ea-c9f3-47f3-aeb0-4211a8230d62","8fcb293d-bce3-4068-b448-c15533882e86","Bharati Vidyapeeth","bharati vidyapeeth","VIT College","vit college","2026-10-03T02:45:00.000Z","MATCHED"
"73f5a870-4a71-4d82-9786-498651c98805","f34b84c7-eb95-4dff-958a-ef69c608f272","Kashinath Patil Nagar Stop","kashinath patil nagar stop","VIT College","vit college","2026-10-04T03:00:00.000Z","OPEN"
"d2e5af85-4ffa-4211-a160-a99e1b6f1189","aa4ac675-15bc-49db-b7fa-84335d28cdc7","KK Market BRTS","kk market brts","VIT College","vit college","2026-10-05T03:15:00.000Z","OPEN"
"d8c48752-c6ff-4af3-b491-1752a73518e5","15ef891e-746f-4219-8638-297ada541a3a","Swargate PMPML Main Bus Stand","swargate pmpml main bus stand","VIT College","vit college","2026-09-06T02:30:00.000Z","MATCHED"
"be3164ac-3c64-44ba-a942-1ac85467ec4a","11e76d6b-888c-4c86-a3f2-2d4bab255598","Market Yard Corner","market yard corner","VIT College","vit college","2026-09-07T02:45:00.000Z","OPEN"
"56a041c1-172a-4233-8ae4-3fe37f221ba5","65caf2f5-0b5e-452f-a096-f7f73ba694f9","Laxmi Narayan Theatre","laxmi narayan theatre","VIT College","vit college","2026-09-08T03:00:00.000Z","OPEN"
"9ac794ab-1315-4e06-91ed-c7ad57a642ed","969131e9-4cc6-483d-82f8-990f056d6c5a","Lower Indira Nagar Stop","lower indira nagar stop","VIT College","vit college","2026-09-09T03:15:00.000Z","CANCELLED"
"fb24b2f7-82d5-4240-be20-9d41632da628","2b79909a-3fc7-4286-93ba-521d9aa64a8f","City Pride BRTS","city pride brts","VIT College","vit college","2026-09-10T02:30:00.000Z","OPEN"
"da7c5ac0-a146-4ce1-825a-e53b0c9914a4","30e63cfd-4d4a-41f2-9c08-fe7bb0c7d4b0","Upper Indira Nagar Bus Depot","upper indira nagar bus depot","VIT College","vit college","2026-09-11T02:45:00.000Z","OPEN"
"858eef1a-0a63-4b45-b095-12dfcd49ac05","5468079d-9fdf-4eb9-9b29-ed8a7c650d7c","Bibwewadi Bus Stop","bibwewadi bus stop","VIT College","vit college","2026-09-12T03:00:00.000Z","MATCHED"
"65a4b058-dbd1-49e6-ad83-3ef012ecd23a","2cb66b98-63d0-4a21-a9ed-c884d238b71c","Katraj Dairy BRTS","katraj dairy brts","VIT College","vit college","2026-09-13T03:15:00.000Z","OPEN"
"0ce88008-de2e-4ae6-9926-b2c2f846a697","95204930-6f62-4024-8493-801a30e46f1a","Kashinath Patil Nagar Stop","kashinath patil nagar stop","VIT College","vit college","2026-09-14T02:30:00.000Z","OPEN"
"f17fc859-ebc7-4e3d-b008-99e10073094c","d04ea078-3e78-494d-83a0-92fee39d6bb7","Balaji Nagar BRTS","balaji nagar brts","VIT College","vit college","2026-09-15T02:45:00.000Z","MATCHED"
"e851a9ef-7188-4ec9-9f53-8e516b76822d","39147f90-fbda-49de-88ec-5fe656c0d7b4","Swargate PMPML Main Bus Stand","swargate pmpml main bus stand","VIT College","vit college","2026-09-16T03:00:00.000Z","CANCELLED"
"5c3efdec-20c9-40a5-9939-8aa5e3414f96","d79a63da-78e9-4b42-a5b3-c04b428ae1c7","Shankar Maharaj Math","shankar maharaj math","VIT College","vit college","2026-09-17T03:15:00.000Z","OPEN"
"99141401-6533-4f93-b07c-8153909c025c","fbd59ae5-86aa-4b7c-b82b-b7c0b9d357a3","Laxmi Narayan Theatre","laxmi narayan theatre","VIT College","vit college","2026-09-18T02:30:00.000Z","MATCHED"
"79311a4c-bcf3-4925-bd32-644c850110b9","666980bd-8e4f-4f8c-8b8f-e0c3b08af505","Bibwewadi Bus Stop","bibwewadi bus stop","VIT College","vit college","2026-09-19T02:45:00.000Z","OPEN"
"fbfa0cf5-53bc-449c-9884-70749d8c7924","523365f0-54d7-48ce-b828-50e1b0a2737e","City Pride BRTS","city pride brts","VIT College","vit college","2026-09-20T03:00:00.000Z","OPEN"
"cf6166ca-1507-4ae7-89a0-a65dc050d2ca","7a6f894d-c3ee-4aa4-a5c8-b62bdfa18164","Kashinath Patil Nagar Stop","kashinath patil nagar stop","VIT College","vit college","2026-09-21T03:15:00.000Z","MATCHED"
"ae88298d-e469-4beb-8652-7b43787933a6","20b672de-a2b7-4ee4-8a1e-2dd98d7a3278","Bibwewadi Bus Stop","bibwewadi bus stop","VIT College","vit college","2026-09-22T02:30:00.000Z","OPEN"
"329f8dd2-5f3b-4859-8d6f-c2505be1ca8a","f0c7e0ed-5ec8-43e2-aabe-d0c93c5234e3","Katraj Terminal","katraj terminal","VIT College","vit college","2026-09-23T02:45:00.000Z","CANCELLED"
"72885189-f62b-4573-bbe0-f407f23da472","2c463203-2185-4bb6-ac9c-dbf4b358d3f9","Kashinath Patil Nagar Stop","kashinath patil nagar stop","VIT College","vit college","2026-09-24T03:00:00.000Z","MATCHED"
"fe66ba4f-79a0-4ebb-b2d5-db150bc76536","a1ef1ce8-9cb0-499a-bca0-636d395b8e27","Bharati Vidyapeeth","bharati vidyapeeth","VIT College","vit college","2026-09-25T03:15:00.000Z","OPEN"
"14b761b0-c31c-40ed-bd9b-441e1802fbe2","9907b9e1-2eaf-4019-b6c3-d17953880b08","Swargate PMPML Main Bus Stand","swargate pmpml main bus stand","VIT College","vit college","2026-09-26T02:30:00.000Z","OPEN"
"976bc825-5f85-423e-9b93-f5b55195decf","b5e29269-7643-45b9-ac7a-a2ccd2b93983","KK Market BRTS","kk market brts","VIT College","vit college","2026-09-27T02:45:00.000Z","MATCHED"
"1fb05630-dab5-4e38-a28c-be10c5956cc5","ef881127-bf53-4e44-ac88-4d08e32ca7a0","Laxmi Narayan Theatre","laxmi narayan theatre","VIT College","vit college","2026-09-28T03:00:00.000Z","OPEN"
"0f5b1da3-b9f3-4a81-9aef-041bf01dfc04","3a674059-212e-43b5-bfeb-fc6ed59e20f7","Market Yard Corner","market yard corner","VIT College","vit college","2026-09-29T03:15:00.000Z","OPEN"
"d0ecd921-6c08-4f13-a721-1efbd6d74eba","6871daa5-011a-4255-a4bd-29f490afb889","City Pride BRTS","city pride brts","VIT College","vit college","2026-09-30T02:30:00.000Z","CANCELLED"
"317d275f-63a3-4a54-9731-b0c397ffc6c6","8fe8486d-63f9-47dc-b19e-cee4aa0ac9c0","Lower Indira Nagar Stop","lower indira nagar stop","VIT College","vit college","2026-10-01T02:45:00.000Z","OPEN"
"eadf6382-1240-4390-9858-94c811ab74ec","f69ef11d-7551-4545-967a-f045a72ebb93","Bibwewadi Bus Stop","bibwewadi bus stop","VIT College","vit college","2026-10-02T03:00:00.000Z","OPEN"
"f9b6b09e-e9d8-4470-9811-0540a8d2855a","8dcbd23c-4a1c-425e-b9e1-56d690d064a1","Upper Indira Nagar Bus Depot","upper indira nagar bus depot","VIT College","vit college","2026-10-03T03:15:00.000Z","MATCHED"
"52e3cc4c-a359-4edd-b776-b78b01af5bd4","edb3c65f-3d50-40e9-9a77-b8be3c596e3d","Kashinath Patil Nagar Stop","kashinath patil nagar stop","VIT College","vit college","2026-10-04T02:30:00.000Z","OPEN"
"10d5806b-9ff9-46e6-a7a5-e24cef4115bc","24d2a11e-ee6c-4f5b-80ff-7fb9eb39ac32","Katraj Dairy BRTS","katraj dairy brts","VIT College","vit college","2026-10-05T02:45:00.000Z","OPEN"
"e1f0eab3-b493-46a3-bf62-126cb426bec6","fd00b702-8bbe-4108-ab3e-1e21ba029f40","Swargate PMPML Main Bus Stand","swargate pmpml main bus stand","VIT College","vit college","2026-09-06T03:00:00.000Z","MATCHED"
"fec79bd0-614e-48a8-a590-97d986324f18","5ac71c5e-4117-49f2-9551-e2487ee014ca","Balaji Nagar BRTS","balaji nagar brts","VIT College","vit college","2026-09-07T03:15:00.000Z","CANCELLED"
"decf468b-df66-40db-84df-4a00b8feff4f","420b1194-1446-4c01-a90b-9ad6313738f8","Laxmi Narayan Theatre","laxmi narayan theatre","VIT College","vit college","2026-09-08T02:30:00.000Z","OPEN"
"9ed7c94f-82a4-4dbf-bdab-7fb7a7b6054f","4c3a0823-a2f6-449e-a285-51b92ef1ef89","Shankar Maharaj Math","shankar maharaj math","VIT College","vit college","2026-09-09T02:45:00.000Z","MATCHED"
"e20d927d-02c1-47dd-a795-3f04a82b0311","0c95fe70-a0ca-4d73-8f55-0b0e62001fb9","City Pride BRTS","city pride brts","VIT College","vit college","2026-09-10T03:00:00.000Z","OPEN"
"35c68e76-c35e-434c-9810-967fc05f569c","2611b03a-dd3f-4f47-9599-e17430f77e92","Bibwewadi Bus Stop","bibwewadi bus stop","VIT College","vit college","2026-09-11T03:15:00.000Z","OPEN"
"633e864b-f675-49d8-b8f4-f3d815a468f2","3e9526f5-f65f-4da1-a2b1-553ce23973f7","Bibwewadi Bus Stop","bibwewadi bus stop","VIT College","vit college","2026-09-12T02:30:00.000Z","MATCHED"
"52241337-c5a1-4c06-90cb-2834b3ff876f","ec928319-dcb1-4ffc-9713-393fac2f402a","Kashinath Patil Nagar Stop","kashinath patil nagar stop","VIT College","vit college","2026-09-13T02:45:00.000Z","OPEN"
"3500caa4-fc12-44f3-b040-8e7111565913","e36d6950-fda1-4e0a-b9a4-3109c1ef3afd","Kashinath Patil Nagar Stop","kashinath patil nagar stop","VIT College","vit college","2026-09-14T03:00:00.000Z","CANCELLED"
"af1dc328-652f-470e-9ad0-7b4ea829ef89","1c8d0824-69a8-4346-9507-05d4a6013c68","Katraj Terminal","katraj terminal","VIT College","vit college","2026-09-15T03:15:00.000Z","MATCHED"
"12a699cb-89a0-492c-9d03-8867094a031c","287a280f-3e96-473f-a98b-7fea3a6ff244","Swargate PMPML Main Bus Stand","swargate pmpml main bus stand","VIT College","vit college","2026-09-16T02:30:00.000Z","OPEN"
"60c579cc-8e58-4d26-9e26-dec0266a04c3","8d1d180b-18bc-4087-9270-19ce1583e574","Bharati Vidyapeeth","bharati vidyapeeth","VIT College","vit college","2026-09-17T02:45:00.000Z","OPEN"
"c98e40bd-9868-485f-a913-4512dd3835e7","18da61b6-4b5b-4090-ae04-48fad27b6a3d","Laxmi Narayan Theatre","laxmi narayan theatre","VIT College","vit college","2026-09-18T03:00:00.000Z","MATCHED"
"5a7deb0c-8830-4515-8c25-74623b6fd924","85802130-aece-4a5c-b091-be9de76fa62e","KK Market BRTS","kk market brts","VIT College","vit college","2026-09-19T03:15:00.000Z","OPEN"
"72e42cfb-f983-48f1-bb42-363b8c86a1ff","8e8cd61b-b7bc-4aca-9fce-e812388f43cc","City Pride BRTS","city pride brts","VIT College","vit college","2026-09-20T02:30:00.000Z","OPEN"
"7dd56f06-1d98-4626-a045-2505fe321a8d","17be73c9-0769-4965-981b-a5457dd33ba5","Market Yard Corner","market yard corner","VIT College","vit college","2026-09-21T02:45:00.000Z","CANCELLED"
"9472ab60-84f8-4d7b-94e1-e3b3986cc934","72a2f2bb-d751-41f3-8634-e09d45e07917","Bibwewadi Bus Stop","bibwewadi bus stop","VIT College","vit college","2026-09-22T03:00:00.000Z","OPEN"
"976954f9-fdb0-4ea4-ac0e-a207d4e11bf7","22cd2c32-c447-4e38-8e94-504aa1dee620","Lower Indira Nagar Stop","lower indira nagar stop","VIT College","vit college","2026-09-23T03:15:00.000Z","OPEN"
"fb7dd1f7-32ff-44b4-9225-de322226207c","4eb4654f-b132-4610-b82a-80fd5aa524c0","Kashinath Patil Nagar Stop","kashinath patil nagar stop","VIT College","vit college","2026-09-24T02:30:00.000Z","MATCHED"
"cc86fe6e-0a7e-4f60-a87f-1851d5f41dff","52467296-cc1a-4959-869c-83e18fa9c89e","Upper Indira Nagar Bus Depot","upper indira nagar bus depot","VIT College","vit college","2026-09-25T02:45:00.000Z","OPEN"
"5b88da73-ed03-4a53-a4aa-4838d2ccf301","09fad991-eb28-483c-a92f-412d005f86e1","Swargate PMPML Main Bus Stand","swargate pmpml main bus stand","VIT College","vit college","2026-09-26T03:00:00.000Z","OPEN"
"315aa1df-6bca-4bff-a71d-34e74c58c4d6","97e2c868-d328-4e04-a87f-cdd9bf32f321","Katraj Dairy BRTS","katraj dairy brts","VIT College","vit college","2026-09-27T03:15:00.000Z","MATCHED"
"4f2edbb2-9017-402f-9449-6704dff273c3","d318afa9-113f-46e4-bd9a-1ae0cbe4cec9","Laxmi Narayan Theatre","laxmi narayan theatre","VIT College","vit college","2026-09-28T02:30:00.000Z","CANCELLED"
"fa95c8c2-d3ea-4416-9ab7-34c6b2516c3a","81e5312b-7123-490f-977b-7f79504efcd6","Balaji Nagar BRTS","balaji nagar brts","VIT College","vit college","2026-09-29T02:45:00.000Z","OPEN"
"66586f9f-ecd3-422e-bdba-688cad78d0ee","6f3fcde3-7927-4673-8e83-5d19997e04eb","City Pride BRTS","city pride brts","VIT College","vit college","2026-09-30T03:00:00.000Z","MATCHED"
"3e247687-d638-46bb-b42f-7f10238e1f32","89d25526-5e75-4c71-a504-7c0e208f52ae","Shankar Maharaj Math","shankar maharaj math","VIT College","vit college","2026-10-01T03:15:00.000Z","OPEN"
"4f0e2250-de84-4d6e-8c65-823535e1ba92","97169492-6066-4681-a1f9-9a132e78bbd1","Bibwewadi Bus Stop","bibwewadi bus stop","VIT College","vit college","2026-10-02T02:30:00.000Z","OPEN"
"f92b40de-1430-457c-8ac7-c58e5bc275dd","c2109785-34d1-4db4-83fd-a38a96ff6385","Bibwewadi Bus Stop","bibwewadi bus stop","VIT College","vit college","2026-10-03T02:45:00.000Z","MATCHED"
"28f18abd-0212-468d-a01d-a97ca93c8b59","93fc6c87-52d4-41ea-a349-e5ddc835fe35","Kashinath Patil Nagar Stop","kashinath patil nagar stop","VIT College","vit college","2026-10-04T03:00:00.000Z","OPEN"
"1c4477e4-23d4-4092-8f57-f213bd355733","a33b3b67-373b-4a19-ab84-94afce2d3cf6","Kashinath Patil Nagar Stop","kashinath patil nagar stop","VIT College","vit college","2026-10-05T03:15:00.000Z","CANCELLED"
"73f4995a-7879-4668-8584-81cb204908ec","ef8bce94-feeb-4e53-b72f-1a7c2e5bddf1","Swargate PMPML Main Bus Stand","swargate pmpml main bus stand","VIT College","vit college","2026-09-06T02:30:00.000Z","MATCHED"
"5360f34f-caf2-4313-b9a5-8c4216b6c4e0","29b6b79c-7351-4ba6-a9ad-66967f535c3c","Katraj Terminal","katraj terminal","VIT College","vit college","2026-09-07T02:45:00.000Z","OPEN"
"905e1ec0-65d3-4708-81ae-020b078a3ec2","fa0d30d3-0506-4b72-a9d6-ba7158bfd0a0","Laxmi Narayan Theatre","laxmi narayan theatre","VIT College","vit college","2026-09-08T03:00:00.000Z","OPEN"
"5c45c8b5-7605-4e60-9cf5-f79d8893c131","67279c91-e351-4505-a0ca-11fce52988a2","Bharati Vidyapeeth","bharati vidyapeeth","VIT College","vit college","2026-09-09T03:15:00.000Z","MATCHED"
