"id","driverId","corridorId","originHubId","destinationHubId","originName","originLat","originLng","destName","destLat","destLng","departureTime","totalSeats","availableSeats","vehicleType","helmetProvided","contribution","notes","status","classDate","scheduleId","collegeStartTime","collegeEndTime","ridePurpose","originSequence","destinationSequence"
"7ecc5433-f388-49c8-89a7-e6af39dbbed2","613365a0-56e0-41a2-a7c9-48b35ec746a1","swargate-vit","eb0d92a7-38aa-446a-9f38-091814ea3abd","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Chintamani Nagar","18.4651","73.864","VIT College","18.4635","73.8682","2026-08-21T02:13:00.000Z","1","1","scooty","true","17","Pickup near the hub","SCHEDULED","2026-08-21","eca61ce9-b86b-457d-9bd0-b0ad1a74a6bd","08:13","11:59","travel_to_college","11","12"
"8c70b215-94c9-4465-96d0-72dafdb7fecb","6767d864-c164-421c-8b90-0f29abc5af41","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","1bc21bdf-5bcc-4dd4-8140-eac24ae23b69","VIT College","18.4635","73.8682","Kashinath Patil Nagar Stop","18.4745","73.8631","2026-08-21T08:08:00.000Z","1","0","scooty","true","28","Please arrive five minutes early","CANCELLED","2026-08-21","4fcf16f3-4746-4821-81fd-7e5942fdde5e","10:08","13:23","return_from_college","13","10"
"26196210-9e3e-4195-bc14-5659986c1e39","62390621-3521-47ba-869a-f822874bb453","swargate-vit","3221d156-13e7-4834-84ce-848f49b87be2","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Bibwewadi Bus Stop","18.4792","73.8615","VIT College","18.4635","73.8682","2026-08-22T03:26:00.000Z","1","0","bike","true","14","Pickup near the hub","COMPLETED","2026-08-22","3265dc11-00c0-44f6-94e0-11e4c941a1e9","09:26","12:54","travel_to_college","7","12"
"7b014dba-0df2-4338-9833-b2ad08eea006","9449171f-669b-4ae3-8a11-85c2698005b4","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","876d2e4d-fad4-4ee2-916c-e5ad147030cf","VIT College","18.4635","73.8682","Katraj Dairy BRTS","18.4508","73.8569","2026-08-25T06:36:00.000Z","1","0","bike","true","25","Pickup near the hub","SCHEDULED","2026-08-25","af6b73ed-6b76-41cf-a408-892b59c05ae8","08:14","11:51","return_from_college","13","2"
"e740fbe6-08b2-48ab-9ea5-fdea46ba33a2","8005e16b-eaf8-45be-b4d8-a5fcd5431201","swargate-vit","a80964b4-72f5-43de-ad1a-bdcb9fca796e","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Lower Indira Nagar Stop","18.4718","73.8618","VIT College","18.4635","73.8682","2026-08-24T04:06:00.000Z","1","0","bike","false","16","Please arrive five minutes early","COMPLETED","2026-08-24","167b58d4-4959-4016-8b6a-d4376b79e5c5","10:06","13:55","travel_to_college","8","12"
"5f011875-d174-456e-8e7f-72ee59c5e164","e0bd240d-0573-4a8a-830a-c46264dbd855","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","86597dc2-00ef-475a-8a9a-daf0323897ca","VIT College","18.4635","73.8682","Katraj Terminal","18.4471","73.8562","2026-08-25T06:41:00.000Z","1","0","scooty","false","17","Morning campus commute","CANCELLED","2026-08-25","b482fc51-e84d-4abb-b5e0-75c917055cfd","08:37","11:56","return_from_college","13","1"
"6464cd59-ff68-4a0e-9445-5c85c2202968","f256e949-f4e4-4ba3-8ea9-d6a3d0ba8526","swargate-vit","1bc21bdf-5bcc-4dd4-8140-eac24ae23b69","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Kashinath Patil Nagar Stop","18.4745","73.8631","VIT College","18.4635","73.8682","2026-08-27T06:24:00.000Z","1","1","bike","true","1","","COMPLETED","2026-08-27","fda887c9-427c-4800-9387-4ce716823c4f","12:24","15:38","travel_to_college","9","12"
"edc119e1-9174-402e-b23c-6da190e38c4c","ce3592dc-d951-4134-a2cd-52dbc233a3f4","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","86597dc2-00ef-475a-8a9a-daf0323897ca","VIT College","18.4635","73.8682","Katraj Terminal","18.4471","73.8562","2026-08-27T08:43:00.000Z","1","0","scooty","true","12","","SCHEDULED","2026-08-27","1b5b61c6-b3b5-42fd-9733-46ec0b5a5606","10:52","13:58","return_from_college","13","1"
"409dc43c-6d61-425a-9ad3-6cf9f3497009","b8ece9b4-d515-405a-952d-1ccdc242c410","swargate-vit","570167fe-7324-46a2-9cf4-fbea6048e8be","6c30c56b-74ce-4c24-a819-98b9ab6387f5","City Pride BRTS","18.4845","73.8583","VIT College","18.4635","73.8682","2026-08-28T06:14:00.000Z","1","0","bike","true","18","Morning campus commute","COMPLETED","2026-08-28","c781dd50-98cc-4ff4-ac09-f824bf8f2a0d","12:14","16:05","travel_to_college","5","12"
"358dcfdc-19d7-46c5-9792-db4cafb39e25","08eb06b4-7805-4b0c-998b-d919358e8b0f","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","11cd5543-db39-4321-9f12-008b367d2ce1","VIT College","18.4635","73.8682","Upper Indira Nagar Bus Depot","18.4682","73.8623","2026-08-29T10:27:00.000Z","1","0","scooty","true","3","","COMPLETED","2026-08-29","ceb6dbaf-45b9-4c8c-90ee-06edf9473be3","12:01","15:42","return_from_college","13","11"
"a9f57098-6b56-47c2-a905-943792856563","7b50af0a-e87a-4600-b547-06ff9da50ada","swargate-vit","eb0d92a7-38aa-446a-9f38-091814ea3abd","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Chintamani Nagar","18.4651","73.864","VIT College","18.4635","73.8682","2026-08-31T06:00:00.000Z","1","0","bike","true","24","Please arrive five minutes early","COMPLETED","2026-08-31","229d6466-cce4-40aa-a965-82da0c5d8eb3","12:00","15:18","travel_to_college","11","12"
"9acaa625-8ac9-4eb2-b657-e5fefadadb13","0b95ee62-3f26-4837-bdb3-8120bae0deda","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","1bc21bdf-5bcc-4dd4-8140-eac24ae23b69","VIT College","18.4635","73.8682","Kashinath Patil Nagar Stop","18.4745","73.8631","2026-08-31T11:13:00.000Z","1","0","bike","true","19","","CANCELLED","2026-08-31","4bad0c9c-44a9-41aa-ae7d-2f951776f271","12:56","16:28","return_from_college","13","10"
"bb68714e-cc99-4298-a0ab-f0964a1a3277","8100f2b8-79e0-4059-be98-ced465000a2e","swargate-vit","a80964b4-72f5-43de-ad1a-bdcb9fca796e","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Lower Indira Nagar Stop","18.4718","73.8618","VIT College","18.4635","73.8682","2026-09-01T05:03:00.000Z","1","0","bike","true","2","Please arrive five minutes early","COMPLETED","2026-09-01","7f72ccc7-2557-4d76-87f0-0d8c7065bae7","11:03","14:43","travel_to_college","8","12"
"07f12c9d-b137-490c-bc05-6847b466144c","a85fce63-b4a4-4d71-9d87-2fb5e4653681","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","af5c22fe-11db-4392-b90e-85f946c0a37b","VIT College","18.4635","73.8682","KK Market BRTS","18.4683","73.8579","2026-09-02T10:59:00.000Z","1","0","scooty","true","10","Pickup near the hub","SCHEDULED","2026-09-02","bf1da3a0-998a-4c6c-a462-29aa5ff15239","13:14","16:14","return_from_college","13","5"
"b054dae5-6749-4f45-bd70-90a5261bb3cb","a6724b4c-1f36-4019-9072-772bbdeeca30","swargate-vit","19cfadd2-1ff7-4a2f-b5e3-eeb73f44cc28","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Swargate PMPML Main Bus Stand","18.4991","73.8583","VIT College","18.4635","73.8682","2026-09-03T06:21:00.000Z","4","3","car","false","75","Morning campus commute","COMPLETED","2026-09-03","923f9c3d-ef6f-4524-a73f-a23103e1bd42","12:21","15:52","travel_to_college","1","12"
"f519bf84-2469-4645-94a5-4b64c74736be","e443e68b-7cb4-4260-8ec6-64c485de79d5","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","ebb92112-ef31-4ebe-a259-4e999c52f0fd","VIT College","18.4635","73.8682","Bharati Vidyapeeth","18.456","73.8574","2026-09-04T06:46:00.000Z","2","0","car","false","48","","COMPLETED","2026-09-04","8767c421-cdca-496f-9a05-a2cc36fdf018","08:43","12:01","return_from_college","13","3"
"ca529453-1096-4d6d-b73c-844960b24c84","697c28b3-7690-4ffd-bfa8-c30e27f63214","swargate-vit","596f6d76-b8c5-4cf2-9058-1a1a334d424d","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Panchami BRTS","18.4902","73.8586","VIT College","18.4635","73.8682","2026-09-07T07:45:00.000Z","1","0","bike","true","8","Morning campus commute","COMPLETED","2026-09-07","579eed97-e951-4567-bf56-b83d5f2cc5d3","13:45","17:35","travel_to_college","4","12"
"2c44cc2e-2b1a-407b-b6f4-6d379c613876","49e5dc79-ab6d-4188-9d10-62c1b84c7f5c","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","af5c22fe-11db-4392-b90e-85f946c0a37b","VIT College","18.4635","73.8682","KK Market BRTS","18.4683","73.8579","2026-09-07T09:05:00.000Z","1","0","bike","true","27","","COMPLETED","2026-09-07","e652cbe3-d178-4c3f-8440-88e393ef73b6","10:47","14:20","return_from_college","13","5"
"9bd7e7cc-c3b8-44a4-bb94-071ae012af07","c2483f77-a251-4434-8d94-6a2c53e2d38e","swargate-vit","eb0d92a7-38aa-446a-9f38-091814ea3abd","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Chintamani Nagar","18.4651","73.864","VIT College","18.4635","73.8682","2026-09-07T06:36:00.000Z","1","0","scooty","true","25","Pickup near the hub","CANCELLED","2026-09-07","66605e02-fb9e-4e84-9173-2c93566a26af","12:36","16:19","travel_to_college","11","12"
"6cbc24c9-997a-4575-8f50-74a63c8817db","b2f0c20b-d66e-41c9-b60f-6562ae71b956","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","86e290a5-7e39-4f7a-805e-a6154d820f01","VIT College","18.4635","73.8682","Market Yard Corner","18.4792","73.8581","2026-09-08T06:40:00.000Z","1","0","bike","true","13","","COMPLETED","2026-09-08","d3c2a4e1-3b6b-4e81-a79a-001300f7fae8","08:07","11:55","return_from_college","13","7"
"d4d9d3bf-e1ec-4b6c-8fd1-77e5c98c2dfc","fc8036f4-d3bf-49ee-baff-431b84d612ea","swargate-vit","596f6d76-b8c5-4cf2-9058-1a1a334d424d","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Panchami BRTS","18.4902","73.8586","VIT College","18.4635","73.8682","2026-09-09T04:57:00.000Z","1","0","bike","true","24","Please arrive five minutes early","CANCELLED","2026-09-09","2bd6cd74-5750-467e-a6d6-f1b496e472cf","10:57","14:29","travel_to_college","4","12"
"78c3715a-e0d6-4e72-8e78-0812a9f0dc30","2d02ada0-aefc-4d76-9f2f-c57bee3201ac","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","86597dc2-00ef-475a-8a9a-daf0323897ca","VIT College","18.4635","73.8682","Katraj Terminal","18.4471","73.8562","2026-09-10T10:03:00.000Z","1","0","bike","true","4","Please arrive five minutes early","COMPLETED","2026-09-10","ceec0c79-37d0-4615-acb7-aa84e2f04c3c","12:07","15:18","return_from_college","13","1"
"080c0231-8db6-4bf8-af7e-18f1897059cb","ed6b366d-9f31-4216-84e6-747030d98fda","swargate-vit","596f6d76-b8c5-4cf2-9058-1a1a334d424d","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Panchami BRTS","18.4902","73.8586","VIT College","18.4635","73.8682","2026-09-11T04:52:00.000Z","1","1","scooty","false","11","","SCHEDULED","2026-09-11","87743512-e2c6-441d-89a1-c33224965521","10:52","14:26","travel_to_college","4","12"
"545281f3-0f0e-4257-b59e-65b48e3321bc","1f726f94-16aa-417d-8d05-1b3dd96d0827","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","86e290a5-7e39-4f7a-805e-a6154d820f01","VIT College","18.4635","73.8682","Market Yard Corner","18.4792","73.8581","2026-09-12T07:33:00.000Z","1","1","scooty","true","9","Pickup near the hub","COMPLETED","2026-09-12","bb370988-29c3-4ce2-b060-3431e99ebd01","08:56","12:48","return_from_college","13","7"
"e014b291-f580-4258-b975-b7b590db113d","b9d9e60d-de32-4732-8eb8-480e0e81bcbf","swargate-vit","1bc21bdf-5bcc-4dd4-8140-eac24ae23b69","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Kashinath Patil Nagar Stop","18.4745","73.8631","VIT College","18.4635","73.8682","2026-09-14T07:03:00.000Z","4","4","car","false","48","Morning campus commute","CANCELLED","2026-09-14","173a9831-ce88-40fe-9e83-d18f7dbcb582","13:03","16:35","travel_to_college","9","12"
"0989abd2-b57c-4ede-a394-bb7842c14348","442efbff-6f39-436d-bf7a-2cbb6404a6ed","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","eb0d92a7-38aa-446a-9f38-091814ea3abd","VIT College","18.4635","73.8682","Chintamani Nagar","18.4651","73.864","2026-09-14T10:35:00.000Z","1","0","bike","true","5","Pickup near the hub","COMPLETED","2026-09-14","5fdbc68e-c25c-49f8-a4d7-db22c3302258","12:35","15:50","return_from_college","13","12"
"80d22281-505f-4704-b42a-1fb05dcf59f6","afabde80-8412-4536-8a7d-443441b6329d","swargate-vit","19cfadd2-1ff7-4a2f-b5e3-eeb73f44cc28","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Swargate PMPML Main Bus Stand","18.4991","73.8583","VIT College","18.4635","73.8682","2026-09-15T02:43:00.000Z","1","0","scooty","true","21","Pickup near the hub","COMPLETED","2026-09-15","b3b3717c-fe49-4f5f-863a-abfedefe06ff","08:43","12:35","travel_to_college","1","12"
"95daa436-49ea-4a26-ae45-05b68c07a3c6","6c3f7adf-4f2a-4914-ba78-8b1548f14a1a","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","ebb92112-ef31-4ebe-a259-4e999c52f0fd","VIT College","18.4635","73.8682","Bharati Vidyapeeth","18.456","73.8574","2026-09-16T07:59:00.000Z","1","0","bike","true","20","Pickup near the hub","CANCELLED","2026-09-16","1ab6841f-bbd3-42b3-993f-7179a7953338","09:32","13:14","return_from_college","13","3"
"64d9b517-5a5e-48f8-9ce7-d05be280f5a0","81dfda4a-3ec9-4eae-a7f1-0692e03bb1d0","swargate-vit","a80964b4-72f5-43de-ad1a-bdcb9fca796e","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Lower Indira Nagar Stop","18.4718","73.8618","VIT College","18.4635","73.8682","2026-09-17T03:06:00.000Z","1","0","scooty","true","15","Please arrive five minutes early","COMPLETED","2026-09-17","cbea5804-64c9-4ce4-8854-71f553e03927","09:06","12:25","travel_to_college","8","12"
"392cb2f8-d9df-427a-8ec9-95de2ae3799e","b049f74f-7dd1-454b-91ad-b27eeaeed095","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","86597dc2-00ef-475a-8a9a-daf0323897ca","VIT College","18.4635","73.8682","Katraj Terminal","18.4471","73.8562","2026-09-18T09:06:00.000Z","1","1","bike","true","14","","COMPLETED","2026-09-18","89d09381-c42b-46c2-bdfb-b815160a262b","10:24","14:21","return_from_college","13","1"
"8f639569-9d2b-4e19-9a44-45d0f3118bac","ea3fd43b-e1e5-4d62-a163-dae19fc740bd","swargate-vit","86e290a5-7e39-4f7a-805e-a6154d820f01","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Market Yard Corner","18.4792","73.8581","VIT College","18.4635","73.8682","2026-09-19T03:16:00.000Z","1","0","bike","true","6","Please arrive five minutes early","COMPLETED","2026-09-19","eb89cc0c-db41-4d67-97f3-f06c558b7bdb","09:16","13:09","travel_to_college","6","12"
"505a1ac1-40b5-4652-8fbf-67b3a88f1740","15d12fa2-5285-4e19-a290-344ead002d9f","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","af5c22fe-11db-4392-b90e-85f946c0a37b","VIT College","18.4635","73.8682","KK Market BRTS","18.4683","73.8579","2026-09-21T06:58:00.000Z","1","0","bike","false","5","","SCHEDULED","2026-09-21","c96aa3a2-96f0-4c19-9e2d-c58288065e55","08:29","12:13","return_from_college","13","5"
"d7357d00-84c1-4e53-8ca5-9ac52c5a58f5","687e3195-2599-427f-a4e3-990ead4c2985","swargate-vit","a80964b4-72f5-43de-ad1a-bdcb9fca796e","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Lower Indira Nagar Stop","18.4718","73.8618","VIT College","18.4635","73.8682","2026-09-21T07:34:00.000Z","4","4","car","false","23","Pickup near the hub","SCHEDULED","2026-09-21","ee02984c-3dd6-4a4f-b0a2-ca631585fc6c","13:34","16:55","travel_to_college","8","12"
"78ab243a-4567-42f8-baa5-d6fb3f981e4f","e977337e-9b7d-4b79-9851-7a31a276eaf5","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","11cd5543-db39-4321-9f12-008b367d2ce1","VIT College","18.4635","73.8682","Upper Indira Nagar Bus Depot","18.4682","73.8623","2026-09-22T12:12:00.000Z","1","0","bike","false","11","Please arrive five minutes early","SCHEDULED","2026-09-22","e2688b44-fde8-4c28-ad74-639854453fa9","13:59","17:27","return_from_college","13","11"
"3f5dbb31-a588-4482-8a07-b0ec50fbd83f","7833fb03-c858-4574-92d0-cb72030a18eb","swargate-vit","eb0d92a7-38aa-446a-9f38-091814ea3abd","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Chintamani Nagar","18.4651","73.864","VIT College","18.4635","73.8682","2026-09-23T04:58:00.000Z","1","0","bike","false","24","Pickup near the hub","SCHEDULED","2026-09-23","3f26a6a0-60a3-4a95-a602-92d7fcbfb34e","10:58","14:38","travel_to_college","11","12"
"9470df63-a388-477a-ab7c-5c3d550c74ed","71cd4f7b-3e01-44d7-9657-d28c4544f992","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","876d2e4d-fad4-4ee2-916c-e5ad147030cf","VIT College","18.4635","73.8682","Katraj Dairy BRTS","18.4508","73.8569","2026-09-24T10:08:00.000Z","1","0","bike","false","23","","SCHEDULED","2026-09-24","5050ebe3-a30f-4b1b-a000-c942f53dc840","11:58","15:23","return_from_college","13","2"
"636ac1e5-e8b4-4cbf-afec-60e548a2c3dd","bfe5c77b-945d-47a5-81f7-7ae8e1ff5d5b","swargate-vit","3221d156-13e7-4834-84ce-848f49b87be2","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Bibwewadi Bus Stop","18.4792","73.8615","VIT College","18.4635","73.8682","2026-09-25T07:12:00.000Z","1","1","bike","true","25","","SCHEDULED","2026-09-25","c29fda7f-2c66-477b-a5ab-ceda20650c54","13:12","16:41","travel_to_college","7","12"
"f49031a7-61f3-4710-8dca-29a16eb403d0","5def974b-b8b4-4ef7-8825-5a50ee6710cd","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","86597dc2-00ef-475a-8a9a-daf0323897ca","VIT College","18.4635","73.8682","Katraj Terminal","18.4471","73.8562","2026-09-28T07:10:00.000Z","3","0","car","false","42","Morning campus commute","SCHEDULED","2026-09-28","dfcdef6d-90fb-4ec1-8b76-ddffa435dea4","09:07","12:25","return_from_college","13","1"
"2c6ab345-9777-45b4-a794-95db08ae07c2","772a4089-be1c-415b-9115-5af745dcbd7e","swargate-vit","19cfadd2-1ff7-4a2f-b5e3-eeb73f44cc28","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Swargate PMPML Main Bus Stand","18.4991","73.8583","VIT College","18.4635","73.8682","2026-09-29T07:54:00.000Z","2","1","car","false","59","Pickup near the hub","SCHEDULED","2026-09-29","67c453d6-61ec-48dd-b0ce-0164c5f7bea8","13:54","17:11","travel_to_college","1","12"
"e3355ceb-b08d-4951-a32a-8d52582985af","04bfe73e-1142-4d3f-8bbf-57dbee041dd2","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","3221d156-13e7-4834-84ce-848f49b87be2","VIT College","18.4635","73.8682","Bibwewadi Bus Stop","18.4792","73.8615","2026-09-28T09:24:00.000Z","1","1","scooty","true","15","Pickup near the hub","SCHEDULED","2026-09-28","b56258ab-0e3d-4093-a04e-76c36d2f08c6","11:04","14:39","return_from_college","13","8"
"7d02b32f-7429-403a-8b78-9abb2743d54c","0234ea7e-b8a5-4a4f-8b12-eb48fefff06e","swargate-vit","11cd5543-db39-4321-9f12-008b367d2ce1","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Upper Indira Nagar Bus Depot","18.4682","73.8623","VIT College","18.4635","73.8682","2026-09-29T07:20:00.000Z","1","0","scooty","true","29","Morning campus commute","SCHEDULED","2026-09-29","e99cd267-185e-4f79-b727-2bf1fe3c4797","13:20","17:18","travel_to_college","10","12"
"a46b8abb-7f58-4ce7-8fbe-c3a9393eb841","2e0f5d10-9fa3-4578-9046-adc52e9f52d6","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","11cd5543-db39-4321-9f12-008b367d2ce1","VIT College","18.4635","73.8682","Upper Indira Nagar Bus Depot","18.4682","73.8623","2026-09-30T12:06:00.000Z","1","1","scooty","true","22","","SCHEDULED","2026-09-30","9fb2ea85-ab70-4e19-89a3-0a93baf4656a","13:58","17:21","return_from_college","13","11"
